Rodada;Data;Horario;Dia;Mandante;Visitante;Vencedor;Arena;Mandante Placar;Visitante Placar;Estado Mandante;Estado Visitante;Estado Vencedor
24;09/09/2015;19h30;Quarta-feira;Internacional;Palmeiras;Internacional;Beira Rio;1;0;RS;SP;RS
24;09/09/2015;22h00;Quarta-feira;Santos;Sao Paulo;Santos;Vila Belmiro;3;0;SP;SP;SP
24;09/09/2015;19h30;Quarta-feira;Ponte Preta;Vasco;Vasco;Moises Lucarelli;0;1;SP;RJ;RJ
24;10/09/2015;21h00;Quinta-feira;Joinville;Chapecoense;-;Arena Joinville;0;0;SC;SC;-
24;10/09/2015;21h00;Quinta-feira;Flamengo;Cruzeiro;Flamengo;Maracana;2;0;RJ;MG;RJ
24;10/09/2015;19h30;Quinta-feira;Goias;Sport;Goias;Serra Dourada;1;0;GO;PE;GO
25;12/09/2015;18h30;Sabado;Coritiba;Internacional;Internacional;Couto Pereira;0;1;PR;RS;RS
25;12/09/2015;21h00;Sabado;Palmeiras;Figueirense;Palmeiras;Allianz Parque;2;0;SP;SC;SP
25;13/09/2015;16h00;Domingo;Cruzeiro;Atletico-MG;-;Mineirao;1;1;MG;MG;-
25;13/09/2015;18h30;Domingo;Avai;Goias;Avai;Ressacada;2;1;SC;GO;SC
25;13/09/2015;11h00;Domingo;Corinthians;Joinville;Corinthians;Arena Corinthians;3;0;SP;SC;SP
25;13/09/2015;16h00;Domingo;Chapecoense;Flamengo;Flamengo;Arena Conda;1;3;SC;RJ;RJ
25;13/09/2015;11h00;Domingo;Ponte Preta;Santos;Ponte Preta;Moises Lucarelli;3;1;SP;SP;SP
25;13/09/2015;16h00;Domingo;Gremio;Sao Paulo;Sao Paulo;Arena do Gremio;1;2;RS;SP;SP
25;13/09/2015;18h30;Domingo;Sport;Fluminense;Sport;Arena Pernambuco;1;0;PE;RJ;PE
25;13/09/2015;16h00;Domingo;Vasco;Athletico-PR;Vasco;Maracana;2;0;RJ;PR;RJ
26;16/09/2015;19h30;Quarta-feira;Joinville;Sport;-;Arena Joinville;1;1;SC;PE;-
26;16/09/2015;22h00;Quarta-feira;Cruzeiro;Vasco;-;Mineirao;2;2;MG;RJ;-
26;16/09/2015;21h00;Quarta-feira;Figueirense;Avai;Avai;Orlando Scarpelli;0;1;SC;SC;SC
26;16/09/2015;21h00;Quarta-feira;Athletico-PR;Gremio;Gremio;Couto Pereira;1;2;PR;RS;RS
26;16/09/2015;22h00;Quarta-feira;Internacional;Corinthians;Internacional;Beira Rio;2;1;RS;SP;RS
26;16/09/2015;19h30;Quarta-feira;Fluminense;Palmeiras;Palmeiras;Maracana;1;4;RJ;SP;SP
26;16/09/2015;19h30;Quarta-feira;Goias;Ponte Preta;Ponte Preta;Serra Dourada;1;2;GO;SP;SP
26;16/09/2015;22h00;Quarta-feira;Santos;Atletico-MG;Santos;Vila Belmiro;4;0;SP;MG;SP
26;17/09/2015;19h30;Quinta-feira;Sao Paulo;Chapecoense;-;Morumbi;0;0;SP;SC;-
26;17/09/2015;21h00;Quinta-feira;Flamengo;Coritiba;Coritiba;Mane Garrincha;0;2;RJ;PR;PR
27;19/09/2015;18h30;Sabado;Internacional;Figueirense;-;Beira Rio;1;1;RS;SC;-
27;19/09/2015;18h30;Sabado;Palmeiras;Gremio;Palmeiras;Pacaembu;3;2;SP;RS;SP
27;19/09/2015;21h00;Sabado;Ponte Preta;Fluminense;Ponte Preta;Moises Lucarelli;3;1;SP;RJ;SP
27;20/09/2015;16h00;Domingo;Atletico-MG;Flamengo;Atletico-MG;Independencia;4;1;MG;RJ;MG
27;20/09/2015;16h00;Domingo;Avai;Sao Paulo;Avai;Ressacada;2;1;SC;SP;SC
27;20/09/2015;11h00;Domingo;Corinthians;Santos;Corinthians;Arena Corinthians;2;0;SP;SP;SP
27;20/09/2015;18h30;Domingo;Coritiba;Athletico-PR;Coritiba;Couto Pereira;2;0;PR;PR;PR
27;20/09/2015;18h30;Domingo;Chapecoense;Cruzeiro;Cruzeiro;Arena Conda;0;2;SC;MG;MG
27;20/09/2015;11h00;Domingo;Goias;Joinville;Goias;Serra Dourada;3;0;GO;SC;GO
27;20/09/2015;16h00;Domingo;Vasco;Sport;Vasco;Maracana;2;1;RJ;PE;RJ
28;26/09/2015;18h30;Sabado;Fluminense;Goias;Fluminense;Maracana;2;0;RJ;GO;RJ
28;26/09/2015;21h00;Sabado;Gremio;Avai;Gremio;Arena do Gremio;3;1;RS;SC;RS
28;27/09/2015;16h00;Domingo;Joinville;Atletico-MG;-;Arena Joinville;2;2;SC;MG;-
28;27/09/2015;16h00;Domingo;Sao Paulo;Palmeiras;-;Morumbi;1;1;SP;SP;-
28;27/09/2015;16h00;Domingo;Figueirense;Corinthians;Corinthians;Orlando Scarpelli;1;3;SC;SP;SP
28;27/09/2015;18h30;Domingo;Cruzeiro;Coritiba;Cruzeiro;Mineirao;2;0;MG;PR;MG
28;27/09/2015;11h00;Domingo;Athletico-PR;Ponte Preta;Ponte Preta;Arena da Baixada;1;2;PR;SP;SP
28;27/09/2015;11h00;Domingo;Santos;Internacional;Santos;Vila Belmiro;3;1;SP;RS;SP
28;27/09/2015;18h30;Domingo;Sport;Chapecoense;Sport;Ilha do Retiro;3;0;PE;SC;PE
28;27/09/2015;16h00;Domingo;Flamengo;Vasco;Vasco;Maracana;1;2;RJ;RJ;RJ
29;03/10/2015;18h30;Sabado;Coritiba;Atletico-MG;Atletico-MG;Couto Pereira;0;3;PR;MG;MG
29;03/10/2015;18h30;Sabado;Internacional;Sport;Internacional;Beira Rio;2;1;RS;PE;RS
29;03/10/2015;21h00;Sabado;Sao Paulo;Athletico-PR;Sao Paulo;Morumbi;1;0;SP;PR;SP
29;04/10/2015;16h00;Domingo;Ponte Preta;Corinthians;-;Moises Lucarelli;2;2;SP;SP;-
29;04/10/2015;16h00;Domingo;Cruzeiro;Gremio;-;Mineirao;0;0;MG;RS;-
29;04/10/2015;11h00;Domingo;Avai;Vasco;-;Ressacada;1;1;SC;RJ;-
29;04/10/2015;18h30;Domingo;Chapecoense;Palmeiras;Chapecoense;Arena Conda;5;1;SC;SP;SC
29;04/10/2015;16h00;Domingo;Goias;Figueirense;Figueirense;Serra Dourada;2;3;GO;SC;SC
29;04/10/2015;11h00;Domingo;Flamengo;Joinville;Flamengo;Maracana;2;0;RJ;SC;RJ
29;04/10/2015;16h00;Domingo;Santos;Fluminense;Santos;Vila Belmiro;3;1;SP;RJ;SP
30;14/10/2015;22h00;Quarta-feira;Athletico-PR;Cruzeiro;-;Arena da Baixada;2;2;PR;MG;-
30;14/10/2015;19h30;Quarta-feira;Atletico-MG;Internacional;Atletico-MG;Independencia;2;1;MG;RS;MG
30;14/10/2015;21h00;Quarta-feira;Figueirense;Flamengo;Figueirense;Orlando Scarpelli;3;0;SC;RJ;SC
30;14/10/2015;22h00;Quarta-feira;Fluminense;Sao Paulo;Fluminense;Maracana;2;0;RJ;SP;RJ
30;14/10/2015;21h00;Quarta-feira;Joinville;Coritiba;Joinville;Arena Joinville;3;1;SC;PR;SC
30;14/10/2015;21h00;Quarta-feira;Palmeiras;Ponte Preta;Ponte Preta;Allianz Parque;0;1;SP;SP;SP
30;14/10/2015;19h30;Quarta-feira;Sport;Avai;Sport;Ilha do Retiro;3;0;PE;SC;PE
30;15/10/2015;19h30;Quinta-feira;Vasco;Chapecoense;-;Maracana;1;1;RJ;SC;-
30;15/10/2015;19h30;Quinta-feira;Corinthians;Goias;Corinthians;Arena Corinthians;3;0;SP;GO;SP
30;15/10/2015;21h00;Quinta-feira;Gremio;Santos;Gremio;Arena do Gremio;1;0;RS;SP;RS
31;17/10/2015;21h00;Sabado;Joinville;Figueirense;Joinville;Arena Joinville;1;0;SC;SC;SC
31;17/10/2015;18h30;Sabado;Avai;Palmeiras;Palmeiras;Ressacada;1;3;SC;SP;SP
31;18/10/2015;16h00;Domingo;Sao Paulo;Vasco;-;Morumbi;2;2;SP;RJ;-
31;18/10/2015;17h00;Domingo;Gremio;Chapecoense;Chapecoense;Arena do Gremio;2;3;RS;SC;SC
31;18/10/2015;16h00;Domingo;Athletico-PR;Corinthians;Corinthians;Arena da Baixada;1;4;PR;SP;SP
31;18/10/2015;11h00;Domingo;Cruzeiro;Fluminense;Cruzeiro;Mineirao;2;0;MG;RJ;MG
31;18/10/2015;16h00;Domingo;Flamengo;Internacional;Internacional;Maracana;0;1;RJ;RS;RS
31;18/10/2015;11h00;Domingo;Ponte Preta;Coritiba;Ponte Preta;Moises Lucarelli;3;0;SP;PR;SP
31;18/10/2015;17h00;Domingo;Santos;Goias;Santos;Vila Belmiro;3;1;SP;GO;SP
31;18/10/2015;18h30;Domingo;Sport;Atletico-MG;Sport;Ilha do Retiro;4;1;PE;MG;PE
32;24/10/2015;18h30;Sabado;Figueirense;Santos;-;Orlando Scarpelli;0;0;SC;SP;-
32;24/10/2015;17h00;Sabado;Fluminense;Athletico-PR;Athletico-PR;Maracana;0;1;RJ;PR;PR
32;24/10/2015;18h30;Sabado;Internacional;Joinville;Internacional;Beira Rio;1;0;RS;SC;RS
32;24/10/2015;21h00;Sabado;Palmeiras;Sport;Sport;Pacaembu;0;2;SP;PE;PE
32;25/10/2015;17h00;Domingo;Chapecoense;Avai;-;Arena Conda;0;0;SC;SC;-
32;25/10/2015;17h00;Domingo;Vasco;Gremio;-;Maracana;0;0;RJ;RS;-
32;25/10/2015;18h30;Domingo;Atletico-MG;Ponte Preta;Atletico-MG;Independencia;2;1;MG;SP;MG
32;25/10/2015;17h00;Domingo;Corinthians;Flamengo;Corinthians;Arena Corinthians;1;0;SP;RJ;SP
32;25/10/2015;18h00;Domingo;Goias;Cruzeiro;Cruzeiro;Serra Dourada;0;1;GO;MG;MG
32;25/10/2015;17h00;Domingo;Coritiba;Sao Paulo;Sao Paulo;Couto Pereira;1;2;PR;SP;SP
33;31/10/2015;19h30;Sabado;Avai;Cruzeiro;-;Ressacada;1;1;SC;MG;-
33;31/10/2015;21h00;Sabado;Coritiba;Figueirense;-;Couto Pereira;1;1;PR;SC;-
33;31/10/2015;19h30;Sabado;Ponte Preta;Joinville;Ponte Preta;Moises Lucarelli;1;0;SP;SC;SP
33;31/10/2015;17h00;Sabado;Sao Paulo;Sport;Sao Paulo;Morumbi;3;0;SP;PE;SP
33;01/11/2015;17h00;Domingo;Chapecoense;Athletico-PR;-;Arena Conda;0;0;SC;PR;-
33;01/11/2015;17h00;Domingo;Atletico-MG;Corinthians;Corinthians;Independencia;0;3;MG;SP;SP
33;01/11/2015;18h00;Domingo;Vasco;Fluminense;Fluminense;Engenhao;0;1;RJ;RJ;RJ
33;01/11/2015;19h30;Domingo;Goias;Internacional;Goias;Serra Dourada;2;1;GO;RS;GO
33;01/11/2015;17h00;Domingo;Gremio;Flamengo;Gremio;Arena do Gremio;2;0;RS;RJ;RS
33;01/11/2015;17h00;Domingo;Santos;Palmeiras;Santos;Vila Belmiro;2;1;SP;SP;SP
34;07/11/2015;19h30;Sabado;Athletico-PR;Avai;Athletico-PR;Arena da Baixada;2;1;PR;SC;PR
34;07/11/2015;21h00;Sabado;Fluminense;Chapecoense;Chapecoense;Maracana;2;3;RJ;SC;SC
34;07/11/2015;19h30;Sabado;Corinthians;Coritiba;Corinthians;Arena Corinthians;2;1;SP;PR;SP
34;07/11/2015;17h00;Sabado;Internacional;Ponte Preta;Internacional;Beira Rio;1;0;RS;SP;RS
34;08/11/2015;18h00;Domingo;Joinville;Santos;-;Arena Joinville;0;0;SC;SP;-
34;08/11/2015;17h00;Domingo;Figueirense;Atletico-MG;Atletico-MG;Orlando Scarpelli;0;1;SC;MG;MG
34;08/11/2015;17h00;Domingo;Cruzeiro;Sao Paulo;Cruzeiro;Mineirao;2;1;MG;SP;MG
34;08/11/2015;17h00;Domingo;Flamengo;Goias;Flamengo;Maracana;4;1;RJ;GO;RJ
34;08/11/2015;19h30;Domingo;Sport;Gremio;Sport;Ilha do Retiro;1;0;PE;RS;PE
34;08/11/2015;17h00;Domingo;Palmeiras;Vasco;Vasco;Allianz Parque;0;2;SP;RJ;RJ
35;15/11/2015;17h00;Domingo;Cruzeiro;Sport;Cruzeiro;Mineirao;3;0;MG;PE;MG
35;18/11/2015;21h00;Quarta-feira;Athletico-PR;Palmeiras;-;Arena da Baixada;3;3;PR;SP;-
35;18/11/2015;21h00;Quarta-feira;Avai;Joinville;Avai;Ressacada;2;1;SC;SC;SC
35;18/11/2015;19h30;Quarta-feira;Goias;Coritiba;Coritiba;Serra Dourada;1;3;GO;PR;PR
35;18/11/2015;21h00;Quarta-feira;Ponte Preta;Figueirense;Figueirense;Moises Lucarelli;0;1;SP;SC;SC
35;19/11/2015;22h00;Quinta-feira;VASCO;CORINTHIANS;-;Sao Januario;1;1;RJ;SP;-
35;19/11/2015;22h00;Quinta-feira;Santos;Flamengo;-;Vila Belmiro;0;0;SP;RJ;-
35;19/11/2015;19h30;Quinta-feira;Chapecoense;Internacional;Chapecoense;Arena Conda;1;0;SC;RS;SC
35;19/11/2015;19h30;Quinta-feira;Gremio;Fluminense;Gremio;Arena do Gremio;1;0;RS;RJ;RS
35;19/11/2015;22h00;Quinta-feira;Sao Paulo;Atletico-MG;Sao Paulo;Morumbi;4;2;SP;MG;SP
36;21/11/2015;19h30;Sabado;Palmeiras;Cruzeiro;-;Allianz Parque;1;1;SP;MG;-
36;22/11/2015;19h30;Domingo;Sport;Athletico-PR;-;Ilha do Retiro;0;0;PE;PR;-
36;22/11/2015;17h00;Domingo;Figueirense;Chapecoense;-;Orlando Scarpelli;0;0;SC;SC;-
36;22/11/2015;17h00;Domingo;Atletico-MG;Goias;-;Independencia;2;2;MG;GO;-
36;22/11/2015;18h00;Domingo;Flamengo;Ponte Preta;-;Mane Garrincha;1;1;RJ;SP;-
36;22/11/2015;17h00;Domingo;Corinthians;Sao Paulo;Corinthians;Arena Corinthians;6;1;SP;SP;SP
36;22/11/2015;19h30;Domingo;Coritiba;Santos;Coritiba;Couto Pereira;1;0;PR;SP;PR
36;22/11/2015;19h30;Domingo;Fluminense;Avai;Fluminense;Kleber Andrade;3;1;RJ;SC;RJ
36;22/11/2015;17h00;Domingo;Internacional;Gremio;Internacional;Beira Rio;1;0;RS;RS;RS
36;22/11/2015;17h00;Domingo;Joinville;Vasco;Vasco;Arena Joinville;1;2;SC;RJ;RJ
37;28/11/2015;19h30;Sabado;Fluminense;Internacional;-;Maracana;1;1;RJ;RS;-
37;28/11/2015;21h00;Sabado;Avai;Ponte Preta;Avai;Ressacada;1;0;SC;SP;SC
37;28/11/2015;17h00;Sabado;Sao Paulo;Figueirense;Sao Paulo;Morumbi;3;2;SP;SC;SP
37;29/11/2015;19h30;Domingo;Athletico-PR;Flamengo;Athletico-PR;Arena da Baixada;3;0;PR;RJ;PR
37;29/11/2015;18h00;Domingo;Palmeiras;Coritiba;Coritiba;Allianz Parque;0;2;SP;PR;PR
37;29/11/2015;17h00;Domingo;Cruzeiro;Joinville;Cruzeiro;Mineirao;3;0;MG;SC;MG
37;29/11/2015;18h00;Domingo;Chapecoense;Goias;Goias;Arena Conda;1;3;SC;GO;GO
37;29/11/2015;17h00;Domingo;Gremio;Atletico-MG;Gremio;Arena do Gremio;2;1;RS;MG;RS
37;29/11/2015;17h00;Domingo;Sport;Corinthians;Sport;Arena Pernambuco;2;0;PE;SP;PE
37;29/11/2015;17h00;Domingo;Vasco;Santos;Vasco;Maracana;1;0;RJ;SP;RJ
38;06/12/2015;;Domingo;Corinthians;Avai;-;Arena Corinthians;1;1;SP;SC;-
38;06/12/2015;;Domingo;Coritiba;Vasco;-;Couto Pereira;0;0;PR;RJ;-
38;06/12/2015;;Domingo;Atletico-MG;Chapecoense;Atletico-MG;Independencia;3;0;MG;SC;MG
38;06/12/2015;;Domingo;Figueirense;Fluminense;Figueirense;Orlando Scarpelli;1;0;SC;RJ;SC
38;06/12/2015;;Domingo;Joinville;Gremio;Gremio;Arena Joinville;0;2;SC;RS;RS
38;06/12/2015;;Domingo;Internacional;Cruzeiro;Internacional;Beira Rio;2;0;RS;MG;RS
38;06/12/2015;;Domingo;Flamengo;Palmeiras;Palmeiras;Maracana;1;2;RJ;SP;SP
38;06/12/2015;;Domingo;Santos;Athletico-PR;Santos;Vila Belmiro;5;1;SP;PR;SP
38;06/12/2015;;Domingo;Goias;Sao Paulo;Sao Paulo;Serra Dourada;0;1;GO;SP;SP
38;06/12/2015;;Domingo;Ponte Preta;Sport;Sport;Moises Lucarelli;0;1;SP;PE;PE
1;14/05/2016;18:30;Sabado;Atletico-MG;Santos;Atletico-MG;Independencia;1;0;MG;SP;MG
1;14/05/2016;21:00;Sabado;Coritiba;Cruzeiro;Coritiba;Couto Pereira;1;0;PR;MG;PR
1;14/05/2016;16:00;Sabado;Flamengo;Sport;Flamengo;Raulino de Oliveira;1;0;RJ;PE;RJ
1;14/05/2016;16:00;Sabado;Palmeiras;Athletico-PR;Palmeiras;Palestra Italia;4;0;SP;PR;SP
1;15/05/2016;18:30;Domingo;Internacional;Chapecoense;-;Beira Rio;0;0;RS;SC;-
1;15/05/2016;16:00;Domingo;Corinthians;Gremio;-;Arena Corinthians;0;0;SP;RS;-
1;15/05/2016;16:00;Domingo;Figueirense;Ponte Preta;-;Orlando Scarpelli;0;0;SC;SP;-
1;15/05/2016;16:00;Domingo;America-MG;Fluminense;Fluminense;Independencia;0;1;MG;RJ;RJ
1;15/05/2016;11:00;Domingo;Santa Cruz;Vitoria;Santa Cruz;Arruda;4;1;PE;ES;PE
1;15/05/2016;11:00;Domingo;Botafogo-RJ;Sao Paulo;Sao Paulo;Raulino de Oliveira;0;1;RJ;SP;SP
2;21/05/2016;21:00;Sabado;Cruzeiro;Figueirense;-;Mineirao;2;2;MG;SC;-
2;21/05/2016;18:30;Sabado;Fluminense;Santa Cruz;-;Raulino de Oliveira;2;2;RJ;PE;-
2;21/05/2016;16:00;Sabado;Ponte Preta;Palmeiras;Ponte Preta;Moises Lucarelli;2;1;SP;SP;SP
2;22/05/2016;11:00;Domingo;Athletico-PR;Atletico-MG;-;Arena da Baixada;1;1;PR;MG;-
2;22/05/2016;18:30;Domingo;Sport;Botafogo-RJ;-;Ilha do Retiro;1;1;PE;RJ;-
2;22/05/2016;16:00;Domingo;Chapecoense;America-MG;Chapecoense;Arena Conda;3;1;SC;MG;SC
2;22/05/2016;16:00;Domingo;Gremio;Flamengo;Gremio;Arena do Gremio;1;0;RS;RJ;RS
2;22/05/2016;16:00;Domingo;Sao Paulo;Internacional;Internacional;Morumbi;1;2;SP;RS;RS
2;22/05/2016;11:00;Domingo;Santos;Coritiba;Santos;Vila Belmiro;2;1;SP;PR;SP
2;22/05/2016;16:00;Domingo;Vitoria;Corinthians;Vitoria;Barradao;3;2;ES;SP;ES
3;25/05/2016;21:00;Quarta-feira;Flamengo;Chapecoense;-;Raulino de Oliveira;2;2;RJ;SC;-
3;25/05/2016;19:30;Quarta-feira;Figueirense;Santos;-;Orlando Scarpelli;2;2;SC;SP;-
3;25/05/2016;21:45;Quarta-feira;Coritiba;Sao Paulo;-;Couto Pereira;1;1;PR;SP;-
3;25/05/2016;21:00;Quarta-feira;America-MG;Vitoria;-;Independencia;1;1;MG;ES;-
3;25/05/2016;19:30;Quarta-feira;Botafogo-RJ;Athletico-PR;Botafogo-RJ;Juiz de Fora;2;1;RJ;PR;RJ
3;25/05/2016;21:45;Quarta-feira;Palmeiras;Fluminense;Palmeiras;Palestra Italia;2;0;SP;RJ;SP
3;25/05/2016;21:45;Quarta-feira;Santa Cruz;Cruzeiro;Santa Cruz;Arruda;4;1;PE;MG;PE
3;26/05/2016;11:00;Quinta-feira;Corinthians;Ponte Preta;Corinthians;Arena Corinthians;3;0;SP;SP;SP
3;26/05/2016;21:00;Quinta-feira;Atletico-MG;Gremio;Gremio;Independencia;0;3;MG;RS;RS
3;26/05/2016;16:00;Quinta-feira;Internacional;Sport;Internacional;Beira Rio;1;0;RS;PE;RS
4;28/05/2016;16:00;Sabado;Cruzeiro;America-MG;-;Mineirao;1;1;MG;MG;-
4;28/05/2016;21:00;Sabado;Chapecoense;Santa Cruz;-;Arena Conda;1;1;SC;PE;-
4;28/05/2016;18:30;Sabado;Athletico-PR;Figueirense;Athletico-PR;Arena da Baixada;2;1;PR;SC;PR
4;29/05/2016;16:00;Domingo;Vitoria;Atletico-MG;-;Fonte Nova;1;1;ES;MG;-
4;29/05/2016;11:00;Domingo;Sport;Corinthians;Corinthians;Ilha do Retiro;0;2;PE;SP;SP
4;29/05/2016;11:00;Domingo;Ponte Preta;Flamengo;Flamengo;Moises Lucarelli;1;2;SP;RJ;RJ
4;29/05/2016;16:00;Domingo;Fluminense;Botafogo-RJ;Fluminense;Raulino de Oliveira;1;0;RJ;RJ;RJ
4;29/05/2016;18:30;Domingo;Gremio;Coritiba;Gremio;Arena do Gremio;2;0;RS;PR;RS
4;29/05/2016;18:30;Domingo;Santos;Internacional;Internacional;Vila Belmiro;0;1;SP;RS;RS
4;29/05/2016;16:00;Domingo;Sao Paulo;Palmeiras;Sao Paulo;Morumbi;1;0;SP;SP;SP
5;01/06/2016;21:45;Quarta-feira;Atletico-MG;Fluminense;-;Independencia;1;1;MG;RJ;-
5;01/06/2016;21:00;Quarta-feira;Coritiba;Chapecoense;Chapecoense;Vila Capanema;3;4;PR;SC;SC
5;01/06/2016;21:00;Quarta-feira;Corinthians;Santos;Corinthians;Arena Corinthians;1;0;SP;SP;SP
5;01/06/2016;21:45;Quarta-feira;Botafogo-RJ;Cruzeiro;Cruzeiro;Mane Garrincha;0;1;RJ;MG;MG
5;01/06/2016;21:45;Quarta-feira;Figueirense;Sao Paulo;Figueirense;Orlando Scarpelli;1;0;SC;SP;SC
5;01/06/2016;19:30;Quarta-feira;Internacional;Athletico-PR;Internacional;Beira Rio;1;0;RS;PR;RS
5;01/06/2016;21:00;Quarta-feira;Santa Cruz;Sport;Sport;Arruda;0;1;PE;PE;PE
5;02/06/2016;21:00;Quinta-feira;Flamengo;Vitoria;Flamengo;Raulino de Oliveira;1;0;RJ;ES;RJ
5;02/06/2016;21:00;Quinta-feira;Palmeiras;Gremio;Palmeiras;Pacaembu;4;3;SP;RS;SP
5;02/06/2016;19:30;Quinta-feira;America-MG;Ponte Preta;Ponte Preta;Independencia;1;2;MG;SP;SP
6;04/06/2016;20:30;Sabado;Chapecoense;Fluminense;-;Arena Conda;0;0;SC;RJ;-
6;04/06/2016;16:00;Sabado;Athletico-PR;Santa Cruz;Athletico-PR;Arena da Baixada;1;0;PR;PE;PR
6;04/06/2016;20:30;Sabado;Corinthians;Coritiba;Corinthians;Arena Corinthians;2;1;SP;PR;SP
6;05/06/2016;16:00;Domingo;Sport;Atletico-MG;-;Ilha do Retiro;4;4;PE;MG;-
6;05/06/2016;11:00;Domingo;America-MG;Figueirense;America-MG;Independencia;1;0;MG;SC;MG
6;05/06/2016;16:00;Domingo;Gremio;Ponte Preta;Gremio;Arena do Gremio;1;0;RS;SP;RS
6;05/06/2016;16:00;Domingo;Flamengo;Palmeiras;Palmeiras;Mane Garrincha;1;2;RJ;SP;SP
6;05/06/2016;11:00;Domingo;Santos;Botafogo-RJ;Santos;Pacaembu;3;0;SP;RJ;SP
6;05/06/2016;18:30;Domingo;Cruzeiro;Sao Paulo;Sao Paulo;Mineirao;0;1;MG;SP;SP
6;05/06/2016;16:00;Domingo;Vitoria;Internacional;Vitoria;Barradao;1;0;ES;RS;ES
7;11/06/2016;18:30;Sabado;Fluminense;Gremio;-;Raulino de Oliveira;1;1;RJ;RS;-
7;11/06/2016;21:00;Sabado;Sao Paulo;Athletico-PR;Athletico-PR;Morumbi;1;2;SP;PR;PR
7;11/06/2016;16:00;Sabado;Internacional;America-MG;Internacional;Beira Rio;3;1;RS;MG;RS
7;11/06/2016;16:00;Sabado;Ponte Preta;Chapecoense;Ponte Preta;Moises Lucarelli;2;1;SP;SC;SP
7;12/06/2016;11:00;Domingo;Botafogo-RJ;Vitoria;-;Raulino de Oliveira;1;1;RJ;ES;-
7;12/06/2016;11:00;Domingo;Coritiba;Sport;Coritiba;Couto Pereira;3;2;PR;PE;PR
7;12/06/2016;16:00;Domingo;Atletico-MG;Cruzeiro;Cruzeiro;Independencia;2;3;MG;MG;MG
7;12/06/2016;16:00;Domingo;Figueirense;Flamengo;Figueirense;Orlando Scarpelli;1;0;SC;RJ;SC
7;12/06/2016;16:00;Domingo;Palmeiras;Corinthians;Palmeiras;Palestra Italia;1;0;SP;SP;SP
7;12/06/2016;19:00;Domingo;Santa Cruz;Santos;Santos;Arruda;0;2;PE;SP;SP
8;15/06/2016;19:30;Quarta-feira;Chapecoense;Gremio;-;Arena Conda;3;3;SC;RS;-
8;15/06/2016;21:45;Quarta-feira;Coritiba;Palmeiras;-;Couto Pereira;2;2;PR;SP;-
8;15/06/2016;21:00;Quarta-feira;Botafogo-RJ;America-MG;Botafogo-RJ;Raulino de Oliveira;3;1;RJ;MG;RJ
8;15/06/2016;21:45;Quarta-feira;Cruzeiro;Flamengo;Flamengo;Mineirao;0;1;MG;RJ;RJ
8;15/06/2016;19:30;Quarta-feira;Ponte Preta;Athletico-PR;Ponte Preta;Moises Lucarelli;3;2;SP;PR;SP
8;15/06/2016;21:00;Quarta-feira;Santa Cruz;Figueirense;Santa Cruz;Arruda;1;0;PE;SC;PE
8;15/06/2016;21:00;Quarta-feira;Santos;Sport;Santos;Vila Belmiro;2;0;SP;PE;SP
8;15/06/2016;19:30;Quarta-feira;Sao Paulo;Vitoria;Sao Paulo;Morumbi;2;0;SP;ES;SP
8;16/06/2016;20:00;Quinta-feira;Fluminense;Corinthians;Fluminense;Mane Garrincha;1;0;RJ;SP;RJ
8;16/06/2016;19:30;Quinta-feira;Internacional;Atletico-MG;Internacional;Beira Rio;2;0;RS;MG;RS
9;18/06/2016;21:00;Sabado;America-MG;Coritiba;America-MG;Independencia;2;1;MG;PR;MG
9;18/06/2016;18:00;Sabado;Athletico-PR;Santos;Athletico-PR;Arena da Baixada;1;0;PR;SP;PR
9;18/06/2016;16:00;Sabado;Palmeiras;Santa Cruz;Palmeiras;Palestra Italia;3;1;SP;PE;SP
9;19/06/2016;16:00;Domingo;Flamengo;Sao Paulo;-;Mane Garrincha;2;2;RJ;SP;-
9;19/06/2016;11:00;Domingo;Atletico-MG;Ponte Preta;Atletico-MG;Independencia;3;0;MG;SP;MG
9;19/06/2016;11:00;Domingo;Vitoria;Chapecoense;Chapecoense;Barradao;1;2;ES;SC;SC
9;19/06/2016;16:00;Domingo;Corinthians;Botafogo-RJ;Corinthians;Arena Corinthians;3;1;SP;RJ;SP
9;19/06/2016;16:00;Domingo;Figueirense;Internacional;Figueirense;Orlando Scarpelli;3;2;SC;RS;SC
9;19/06/2016;19:00;Domingo;Gremio;Cruzeiro;Gremio;Arena do Gremio;2;0;RS;MG;RS
9;19/06/2016;16:00;Domingo;Sport;Fluminense;Sport;Ilha do Retiro;2;1;PE;RJ;PE
10;21/06/2016;21:30;Terça-feira;Palmeiras;America-MG;Palmeiras;Palestra Italia;2;0;SP;MG;SP
10;22/06/2016;19:30;Quarta-feira;Chapecoense;Athletico-PR;-;Arena Conda;0;0;SC;PR;-
10;22/06/2016;21:00;Quarta-feira;Botafogo-RJ;Figueirense;-;Juiz de Fora;0;0;RJ;SC;-
10;22/06/2016;21:45;Quarta-feira;Atletico-MG;Corinthians;Atletico-MG;Mineirao;2;1;MG;SP;MG
10;22/06/2016;19:30;Quarta-feira;Ponte Preta;Cruzeiro;Cruzeiro;Moises Lucarelli;0;4;SP;MG;MG
10;22/06/2016;21:00;Quarta-feira;Santa Cruz;Flamengo;Flamengo;Arruda;0;1;PE;RJ;RJ
