Rodada;Data;Horario;Dia;Mandante;Visitante;Vencedor;Arena;Mandante Placar;Visitante Placar;Estado Mandante;Estado Visitante;Estado Vencedor
1;09/05/2010;18h30;Domingo;Ceara;Fluminense;Ceara;Castelao;1;0;CE;RJ;CE
1;09/05/2010;16h00;Domingo;Corinthians;Athletico-PR;Corinthians;Pacaembu;2;1;SP;PR;SP
1;09/05/2010;16h00;Domingo;Internacional;Cruzeiro;Cruzeiro;Beira Rio;1;2;RS;MG;MG
1;09/05/2010;18h30;Domingo;Guarani;Goias;Guarani;Brinco de Ouro;1;0;SP;GO;SP
2;15/05/2010;18h30;Sabado;Vitoria;Flamengo;-;Barradao;1;1;ES;RJ;-
2;15/05/2010;18h30;Sabado;Fluminense;Atletico-GO;Fluminense;Maracana;1;0;RJ;GO;RJ
2;15/05/2010;18h30;Sabado;Gremio Prudente;Atletico-MG;Gremio Prudente;Prudentao;4;0;SP;MG;SP
2;16/05/2010;18h30;Domingo;Cruzeiro;Avai;-;Mineirao;2;2;MG;SC;-
2;16/05/2010;16h00;Domingo;Santos;Ceara;-;Vila Belmiro;1;1;SP;CE;-
2;16/05/2010;18h30;Domingo;Athletico-PR;Guarani;-;Arena da Baixada;2;2;PR;SP;-
2;16/05/2010;18h30;Domingo;Vasco;Palmeiras;-;Sao Januario;0;0;RJ;SP;-
2;16/05/2010;16h00;Domingo;Sao Paulo;Botafogo-RJ;Botafogo-RJ;Morumbi;1;2;SP;RJ;RJ
2;16/05/2010;18h30;Domingo;Gremio;Corinthians;Corinthians;Olimpico Monumental;1;2;RS;SP;SP
2;16/05/2010;16h00;Domingo;Goias;Internacional;Internacional;Serra Dourada;2;3;GO;RS;RS
3;22/05/2010;16h00;Sabado;Botafogo-RJ;Goias;Botafogo-RJ;Engenhao;3;0;RJ;GO;RJ
3;22/05/2010;18h30;Sabado;Palmeiras;Gremio;Palmeiras;Parque Antartica;4;2;SP;RS;SP
3;22/05/2010;18h30;Sabado;Atletico-GO;Santos;Santos;Serra Dourada;1;2;GO;SP;SP
3;23/05/2010;18h30;Domingo;Guarani;Cruzeiro;-;Brinco de Ouro;2;2;SP;MG;-
5;23/05/2010;16h00;Domingo;Guarani;Sao Paulo;-;Brinco de Ouro;0;0;SP;SP;-
5;23/05/2010;18h30;Domingo;Botafogo-RJ;Vasco;-;Engenhao;1;1;RJ;RJ;-
3;23/05/2010;16h00;Domingo;Atletico-MG;Athletico-PR;Atletico-MG;Mineirao;3;1;MG;PR;MG
3;23/05/2010;18h30;Domingo;Avai;Vasco;Avai;Ressacada;2;0;SC;RJ;SC
5;23/05/2010;18h30;Domingo;Ceara;Cruzeiro;Ceara;Castelao;1;0;CE;MG;CE
3;23/05/2010;16h00;Domingo;Ceara;Vitoria;Ceara;Castelao;1;0;CE;ES;CE
3;23/05/2010;16h00;Domingo;Corinthians;Fluminense;Corinthians;Pacaembu;1;0;SP;RJ;SP
5;23/05/2010;16h00;Domingo;Corinthians;Santos;Corinthians;Pacaembu;4;2;SP;SP;SP
3;23/05/2010;16h00;Domingo;Flamengo;Gremio Prudente;Flamengo;Maracana;3;1;RJ;SP;RJ
5;23/05/2010;16h00;Domingo;Atletico-MG;Fluminense;Fluminense;Mineirao;1;3;MG;RJ;RJ
5;23/05/2010;18h30;Domingo;Atletico-GO;Goias;Goias;Serra Dourada;1;3;GO;GO;GO
5;23/05/2010;16h00;Domingo;Internacional;Athletico-PR;Internacional;Beira Rio;4;1;RS;PR;RS
3;23/05/2010;16h00;Domingo;Internacional;Sao Paulo;Sao Paulo;Beira Rio;0;2;RS;SP;SP
4;26/05/2010;21h50;Quarta-feira;Gremio Prudente;Corinthians;-;Prudentao;2;2;SP;SP;-
4;26/05/2010;21h50;Quarta-feira;Cruzeiro;Botafogo-RJ;Cruzeiro;Mineirao;1;0;MG;RJ;MG
4;26/05/2010;19h30;Quarta-feira;Fluminense;Flamengo;Fluminense;Maracana;2;1;RJ;RJ;RJ
4;26/05/2010;19h30;Quarta-feira;Gremio;Avai;Gremio;Olimpico Monumental;3;0;RS;SC;RS
4;26/05/2010;21h50;Quarta-feira;Santos;Guarani;Santos;Vila Belmiro;3;1;SP;SP;SP
4;26/05/2010;20h30;Quarta-feira;Sao Paulo;Palmeiras;Sao Paulo;Morumbi;1;0;SP;SP;SP
4;26/05/2010;19h30;Quarta-feira;Vitoria;Atletico-MG;Vitoria;Barradao;4;3;ES;MG;ES
4;27/05/2010;21h00;Quinta-feira;Goias;Ceara;-;Serra Dourada;0;0;GO;CE;-
4;27/05/2010;21h00;Quinta-feira;Athletico-PR;Atletico-GO;Athletico-PR;Arena da Baixada;2;1;PR;GO;PR
4;27/05/2010;21h00;Quinta-feira;Vasco;Internacional;Vasco;Sao Januario;3;2;RJ;RS;RJ
5;29/05/2010;18h30;Sabado;Flamengo;Gremio;-;Maracana;1;1;RJ;RS;-
5;29/05/2010;18h30;Sabado;Palmeiras;Gremio Prudente;-;Arena Barueri;0;0;SP;SP;-
5;29/05/2010;18h30;Sabado;Avai;Vitoria;-;Ressacada;0;0;SC;ES;-
6;02/06/2010;21h50;Quarta-feira;Cruzeiro;Santos;-;Mineirao;0;0;MG;SP;-
6;02/06/2010;19h30;Quarta-feira;Athletico-PR;Botafogo-RJ;Athletico-PR;Arena da Baixada;3;2;PR;RJ;PR
6;02/06/2010;21h00;Quarta-feira;Ceara;Avai;Ceara;Castelao;2;0;CE;SC;CE
6;02/06/2010;21h50;Quarta-feira;Palmeiras;Flamengo;Flamengo;Pacaembu;0;1;SP;RJ;RJ
6;02/06/2010;19h30;Quarta-feira;Fluminense;Vitoria;Fluminense;Maracana;2;1;RJ;ES;RJ
6;02/06/2010;21h50;Quarta-feira;Goias;Sao Paulo;Goias;Serra Dourada;2;1;GO;SP;GO
6;02/06/2010;19h30;Quarta-feira;Gremio Prudente;Atletico-GO;Gremio Prudente;Prudentao;1;0;SP;GO;SP
6;03/06/2010;21h00;Quinta-feira;Corinthians;Internacional;Corinthians;Pacaembu;2;0;SP;RS;SP
6;03/06/2010;21h00;Quinta-feira;Gremio;Atletico-MG;Gremio;Olimpico Monumental;2;1;RS;MG;RS
6;03/06/2010;21h00;Quinta-feira;Vasco;Guarani;Guarani;Sao Januario;0;1;RJ;SP;SP
7;05/06/2010;18h30;Sabado;Avai;Fluminense;Fluminense;Ressacada;0;3;SC;RJ;RJ
7;05/06/2010;18h30;Sabado;Flamengo;Goias;Goias;Maracana;1;2;RJ;GO;GO
7;05/06/2010;18h30;Sabado;Vitoria;Athletico-PR;Vitoria;Barradao;1;0;ES;PR;ES
7;06/06/2010;16h00;Domingo;Botafogo-RJ;Corinthians;-;Engenhao;2;2;RJ;SP;-
7;06/06/2010;18h30;Domingo;Internacional;Palmeiras;-;Beira Rio;1;1;RS;SP;-
7;06/06/2010;18h30;Domingo;Atletico-GO;Cruzeiro;Atletico-GO;Serra Dourada;2;1;GO;MG;GO
7;06/06/2010;16h00;Domingo;Atletico-MG;Ceara;Ceara;Mineirao;0;1;MG;CE;CE
7;06/06/2010;18h30;Domingo;Guarani;Gremio Prudente;Guarani;Brinco de Ouro;1;0;SP;SP;SP
7;06/06/2010;16h00;Domingo;Santos;Vasco;Santos;Vila Belmiro;4;0;SP;RJ;SP
7;06/06/2010;16h00;Domingo;Sao Paulo;Gremio;Sao Paulo;Morumbi;3;1;SP;RS;SP
8;14/07/2010;21h50;Quarta-feira;Ceara;Corinthians;-;Castelao;0;0;CE;SP;-
8;14/07/2010;21h50;Quarta-feira;Goias;Vasco;-;Serra Dourada;0;0;GO;RJ;-
8;14/07/2010;19h30;Quarta-feira;Gremio;Vitoria;-;Olimpico Monumental;1;1;RS;ES;-
8;14/07/2010;19h30;Quarta-feira;Sao Paulo;Avai;Avai;Morumbi;1;2;SP;SC;SC
8;14/07/2010;19h30;Quarta-feira;Athletico-PR;Cruzeiro;Cruzeiro;Arena da Baixada;0;2;PR;MG;MG
8;14/07/2010;21h00;Quarta-feira;Flamengo;Botafogo-RJ;Flamengo;Maracana;1;0;RJ;RJ;RJ
8;14/07/2010;21h50;Quarta-feira;Guarani;Internacional;Internacional;Brinco de Ouro;0;3;SP;RS;RS
8;15/07/2010;21h00;Quinta-feira;Fluminense;Gremio Prudente;-;Maracana;1;1;RJ;SP;-
8;15/07/2010;21h00;Quinta-feira;Atletico-MG;Atletico-GO;Atletico-MG;Arena do Jacare;3;2;MG;GO;MG
8;15/07/2010;21h00;Quinta-feira;Palmeiras;Santos;Palmeiras;Pacaembu;2;1;SP;SP;SP
9;17/07/2010;18h30;Sabado;Vasco;Athletico-PR;Vasco;Sao Januario;3;1;RJ;PR;RJ
9;17/07/2010;18h30;Sabado;Vitoria;Sao Paulo;Vitoria;Barradao;3;2;ES;SP;ES
9;18/07/2010;18h30;Domingo;Botafogo-RJ;Guarani;-;Engenhao;1;1;RJ;SP;-
9;18/07/2010;16h00;Domingo;Avai;Palmeiras;Avai;Ressacada;4;2;SC;SP;SC
9;18/07/2010;16h00;Domingo;Corinthians;Atletico-MG;Corinthians;Pacaembu;1;0;SP;MG;SP
9;18/07/2010;18h30;Domingo;Cruzeiro;Goias;Cruzeiro;Arena do Jacare;1;0;MG;GO;MG
9;18/07/2010;16h00;Domingo;Atletico-GO;Flamengo;Flamengo;Serra Dourada;0;1;GO;RJ;RJ
9;18/07/2010;18h30;Domingo;Santos;Fluminense;Fluminense;Vila Belmiro;0;1;SP;RJ;RJ
9;18/07/2010;18h30;Domingo;Gremio Prudente;Gremio;Gremio Prudente;Prudentao;2;0;SP;RS;SP
9;18/07/2010;16h00;Domingo;Internacional;Ceara;Internacional;Beira Rio;2;1;RS;CE;RS
10;21/07/2010;21h00;Quarta-feira;Flamengo;Avai;-;Maracana;1;1;RJ;SC;-
10;21/07/2010;19h30;Quarta-feira;Vitoria;Goias;-;Barradao;2;2;ES;GO;-
10;21/07/2010;19h30;Quarta-feira;Sao Paulo;Gremio Prudente;-;Morumbi;1;1;SP;SP;-
10;21/07/2010;21h50;Quarta-feira;Gremio;Vasco;-;Olimpico Monumental;1;1;RS;RJ;-
10;21/07/2010;21h50;Quarta-feira;Atletico-GO;Corinthians;Atletico-GO;Serra Dourada;3;1;GO;SP;GO
10;21/07/2010;21h50;Quarta-feira;Athletico-PR;Santos;Athletico-PR;Arena da Baixada;2;0;PR;SP;PR
10;21/07/2010;19h30;Quarta-feira;Atletico-MG;Internacional;Internacional;Arena do Jacare;1;2;MG;RS;RS
10;22/07/2010;21h00;Quinta-feira;Palmeiras;Botafogo-RJ;-;Pacaembu;2;2;SP;RJ;-
10;22/07/2010;21h00;Quinta-feira;Guarani;Ceara;-;Brinco de Ouro;1;1;SP;CE;-
10;22/07/2010;21h00;Quinta-feira;Fluminense;Cruzeiro;Fluminense;Maracana;1;0;RJ;MG;RJ
11;24/07/2010;18h30;Sabado;Avai;Atletico-MG;-;Ressacada;0;0;SC;MG;-
11;24/07/2010;18h30;Sabado;Gremio Prudente;Vitoria;-;Prudentao;0;0;SP;ES;-
11;24/07/2010;18h30;Sabado;Vasco;Atletico-GO;Vasco;Sao Januario;2;0;RJ;GO;RJ
11;25/07/2010;18h30;Domingo;Botafogo-RJ;Fluminense;-;Engenhao;1;1;RJ;RJ;-
11;25/07/2010;16h00;Domingo;Cruzeiro;Gremio;-;Arena do Jacare;2;2;MG;RS;-
11;25/07/2010;18h30;Domingo;Ceara;Palmeiras;-;Castelao;0;0;CE;SP;-
11;25/07/2010;16h00;Domingo;Goias;Athletico-PR;Athletico-PR;Serra Dourada;0;2;GO;PR;PR
11;25/07/2010;18h30;Domingo;Corinthians;Guarani;Corinthians;Pacaembu;3;1;SP;SP;SP
11;25/07/2010;16h00;Domingo;Internacional;Flamengo;Internacional;Beira Rio;1;0;RS;RJ;RS
11;25/07/2010;16h00;Domingo;Santos;Sao Paulo;Santos;Vila Belmiro;1;0;SP;SP;SP
12;31/07/2010;18h30;Sabado;Atletico-GO;Guarani;-;Serra Dourada;1;1;GO;SP;-
12;31/07/2010;18h30;Sabado;Fluminense;Athletico-PR;Fluminense;Maracana;3;1;RJ;PR;RJ
12;31/07/2010;18h30;Sabado;Sao Paulo;Ceara;Sao Paulo;Morumbi;2;1;SP;CE;SP
12;01/08/2010;16h00;Domingo;Palmeiras;Corinthians;-;Pacaembu;1;1;SP;SP;-
12;01/08/2010;16h00;Domingo;Internacional;Gremio;-;Beira Rio;0;0;RS;RS;-
12;01/08/2010;18h30;Domingo;Flamengo;Vasco;-;Maracana;0;0;RJ;RJ;-
12;01/08/2010;16h00;Domingo;Avai;Goias;Avai;Ressacada;4;1;SC;GO;SC
12;01/08/2010;16h00;Domingo;Vitoria;Botafogo-RJ;Botafogo-RJ;Barradao;1;3;ES;RJ;RJ
12;01/08/2010;18h30;Domingo;Atletico-MG;Cruzeiro;Cruzeiro;Arena do Jacare;0;1;MG;MG;MG
12;01/08/2010;18h30;Domingo;Gremio Prudente;Santos;Santos;Prudentao;1;2;SP;SP;SP
13;07/08/2010;18h30;Sabado;Botafogo-RJ;Atletico-MG;Botafogo-RJ;Engenhao;3;0;RJ;MG;RJ
13;07/08/2010;18h30;Sabado;Guarani;Avai;Guarani;Brinco de Ouro;4;1;SP;SC;SP
13;08/08/2010;16h00;Domingo;Ceara;Atletico-GO;-;Castelao;0;0;CE;GO;-
13;08/08/2010;18h30;Domingo;Cruzeiro;Gremio Prudente;-;Arena do Jacare;0;0;MG;SP;-
13;08/08/2010;16h00;Domingo;Goias;Palmeiras;-;Serra Dourada;1;1;GO;SP;-
13;08/08/2010;18h30;Domingo;Athletico-PR;Sao Paulo;-;Arena da Baixada;1;1;PR;SP;-
13;08/08/2010;16h00;Domingo;Corinthians;Flamengo;Corinthians;Pacaembu;1;0;SP;RJ;SP
13;08/08/2010;18h30;Domingo;Gremio;Fluminense;Fluminense;Olimpico Monumental;1;2;RS;RJ;RJ
13;08/08/2010;18h30;Domingo;Vasco;Vitoria;Vasco;Sao Januario;1;0;RJ;ES;RJ
14;14/08/2010;18h30;Sabado;Atletico-MG;Guarani;Atletico-MG;Ipatingao;3;1;MG;SP;MG
14;14/08/2010;18h30;Sabado;Atletico-GO;Botafogo-RJ;Botafogo-RJ;Serra Dourada;0;2;GO;RJ;RJ
14;14/08/2010;18h30;Sabado;Flamengo;Ceara;Flamengo;Maracana;1;0;RJ;CE;RJ
14;14/08/2010;18h30;Sabado;Palmeiras;Athletico-PR;Palmeiras;Pacaembu;2;0;SP;PR;SP
14;15/08/2010;16h00;Domingo;Sao Paulo;Cruzeiro;-;Morumbi;2;2;SP;MG;-
14;15/08/2010;16h00;Domingo;Avai;Corinthians;Avai;Ressacada;3;2;SC;SP;SC
14;15/08/2010;16h00;Domingo;Fluminense;Internacional;Fluminense;Maracana;3;0;RJ;RS;RJ
14;15/08/2010;18h30;Domingo;Gremio;Goias;Gremio;Olimpico Monumental;2;0;RS;GO;RS
14;15/08/2010;16h00;Domingo;Gremio Prudente;Vasco;Vasco;Prudentao;1;2;SP;RJ;RJ
14;15/08/2010;18h30;Domingo;Vitoria;Santos;Vitoria;Barradao;4;2;ES;SP;ES
15;21/08/2010;18h30;Sabado;Botafogo-RJ;Avai;Botafogo-RJ;Engenhao;1;0;RJ;SC;RJ
15;21/08/2010;18h30;Sabado;Ceara;Gremio;Ceara;Castelao;2;1;CE;RS;CE
15;21/08/2010;18h30;Sabado;Goias;Gremio Prudente;Gremio Prudente;Serra Dourada;1;2;GO;SP;SP
15;22/08/2010;16h00;Domingo;Internacional;Atletico-GO;-;Beira Rio;1;1;RS;GO;-
15;22/08/2010;18h30;Domingo;Vasco;Fluminense;-;Maracana;2;2;RJ;RJ;-
15;22/08/2010;16h00;Domingo;Guarani;Palmeiras;-;Brinco de Ouro;0;0;SP;SP;-
15;22/08/2010;16h00;Domingo;Athletico-PR;Flamengo;Athletico-PR;Arena da Baixada;1;0;PR;RJ;PR
15;22/08/2010;18h30;Domingo;Corinthians;Sao Paulo;Corinthians;Pacaembu;3;0;SP;SP;SP
15;22/08/2010;16h00;Domingo;Santos;Atletico-MG;Santos;Vila Belmiro;2;0;SP;MG;SP
15;22/08/2010;18h30;Domingo;Cruzeiro;Vitoria;Vitoria;Ipatingao;0;1;MG;ES;ES
16;25/08/2010;22h00;Quarta-feira;Sao Paulo;Vasco;-;Morumbi;0;0;SP;RJ;-
16;25/08/2010;21h00;Quarta-feira;Gremio Prudente;Athletico-PR;Athletico-PR;Prudentao;0;1;SP;PR;PR
16;25/08/2010;19h30;Quarta-feira;Botafogo-RJ;Ceara;Botafogo-RJ;Engenhao;1;0;RJ;CE;RJ
16;25/08/2010;22h00;Quarta-feira;Cruzeiro;Corinthians;Cruzeiro;Parque do Sabia;1;0;MG;SP;MG
16;25/08/2010;19h30;Quarta-feira;Goias;Fluminense;Fluminense;Serra Dourada;0;3;GO;RJ;RJ
16;25/08/2010;19h30;Quarta-feira;Avai;Internacional;Internacional;Ressacada;0;1;SC;RS;RS
16;25/08/2010;22h00;Quarta-feira;Gremio;Santos;Santos;Olimpico Monumental;1;2;RS;SP;SP
16;26/08/2010;21h00;Quinta-feira;Flamengo;Atletico-MG;-;Maracana;0;0;RJ;MG;-
16;26/08/2010;21h00;Quinta-feira;Vitoria;Guarani;-;Barradao;1;1;ES;SP;-
16;26/08/2010;21h00;Quinta-feira;Palmeiras;Atletico-GO;Atletico-GO;Pacaembu;0;3;SP;GO;GO
17;28/08/2010;18h30;Sabado;Vasco;Cruzeiro;-;Maracana;1;1;RJ;MG;-
17;28/08/2010;18h30;Sabado;Ceara;Gremio Prudente;-;Castelao;2;2;CE;SP;-
17;28/08/2010;18h30;Sabado;Internacional;Botafogo-RJ;Internacional;Beira Rio;1;0;RS;RJ;RS
17;28/08/2010;18h30;Sabado;Santos;Goias;Santos;Pacaembu;2;0;SP;GO;SP
17;29/08/2010;18h30;Domingo;Atletico-GO;Avai;-;Serra Dourada;2;2;GO;SC;-
17;29/08/2010;18h30;Domingo;Athletico-PR;Gremio;-;Arena da Baixada;1;1;PR;RS;-
17;29/08/2010;18h30;Domingo;Fluminense;Sao Paulo;-;Maracana;2;2;RJ;SP;-
17;29/08/2010;16h00;Domingo;Corinthians;Vitoria;Corinthians;Pacaembu;2;1;SP;ES;SP
17;29/08/2010;16h00;Domingo;Guarani;Flamengo;Guarani;Brinco de Ouro;2;1;SP;RJ;SP
17;29/08/2010;16h00;Domingo;Atletico-MG;Palmeiras;Palmeiras;Ipatingao;1;2;MG;SP;SP
18;01/09/2010;19h30;Quarta-feira;Vitoria;Internacional;-;Barradao;0;0;ES;RS;-
18;01/09/2010;22h00;Quarta-feira;Fluminense;Palmeiras;-;Maracana;1;1;RJ;SP;-
18;01/09/2010;21h00;Quarta-feira;Goias;Atletico-MG;Atletico-MG;Serra Dourada;1;3;GO;MG;MG
18;01/09/2010;22h00;Quarta-feira;Athletico-PR;Ceara;Athletico-PR;Arena da Baixada;2;1;PR;CE;PR
18;01/09/2010;19h30;Quarta-feira;Gremio Prudente;Botafogo-RJ;Botafogo-RJ;Prudentao;0;1;SP;RJ;RJ
18;01/09/2010;22h00;Quarta-feira;Cruzeiro;Flamengo;Cruzeiro;Parque do Sabia;1;0;MG;RJ;MG
18;01/09/2010;19h30;Quarta-feira;Gremio;Guarani;Gremio;Olimpico Monumental;1;0;RS;SP;RS
18;02/09/2010;21h00;Quinta-feira;Santos;Avai;Santos;Vila Belmiro;2;1;SP;SC;SP
18;02/09/2010;21h00;Quinta-feira;Sao Paulo;Atletico-GO;Sao Paulo;Morumbi;2;1;SP;GO;SP
19;04/09/2010;18h30;Sabado;Botafogo-RJ;Gremio;-;Engenhao;2;2;RJ;RS;-
19;04/09/2010;18h30;Sabado;Corinthians;Goias;Corinthians;Pacaembu;5;1;SP;GO;SP
19;04/09/2010;18h30;Sabado;Ceara;Vasco;Vasco;Castelao;0;2;CE;RJ;RJ
19;05/09/2010;16h00;Domingo;Flamengo;Santos;-;Maracana;0;0;RJ;SP;-
19;05/09/2010;18h30;Domingo;Atletico-GO;Vitoria;Atletico-GO;Serra Dourada;4;1;GO;ES;GO
19;05/09/2010;16h00;Domingo;Avai;Athletico-PR;Athletico-PR;Ressacada;0;1;SC;PR;PR
19;05/09/2010;16h00;Domingo;Palmeiras;Cruzeiro;Cruzeiro;Pacaembu;2;3;SP;MG;MG
19;05/09/2010;16h00;Domingo;Guarani;Fluminense;Guarani;Brinco de Ouro;2;1;SP;RJ;SP
19;05/09/2010;18h30;Domingo;Internacional;Gremio Prudente;Internacional;Beira Rio;2;0;RS;SP;RS
19;05/09/2010;18h30;Domingo;Atletico-MG;Sao Paulo;Sao Paulo;Ipatingao;2;3;MG;SP;SP
20;08/09/2010;22h00;Quarta-feira;Athletico-PR;Corinthians;-;Arena da Baixada;1;1;PR;SP;-
20;08/09/2010;22h00;Quarta-feira;Vitoria;Palmeiras;-;Barradao;1;1;ES;SP;-
20;08/09/2010;19h30;Quarta-feira;Cruzeiro;Internacional;Cruzeiro;Parque do Sabia;1;0;MG;RS;MG
20;08/09/2010;19h30;Quarta-feira;Fluminense;Ceara;Fluminense;Engenhao;3;1;RJ;CE;RJ
20;08/09/2010;19h30;Quarta-feira;Goias;Guarani;Goias;Serra Dourada;3;1;GO;SP;GO
20;08/09/2010;19h30;Quarta-feira;Gremio;Atletico-GO;Gremio;Olimpico Monumental;2;0;RS;GO;RS
20;08/09/2010;22h00;Quarta-feira;Sao Paulo;Flamengo;Sao Paulo;Morumbi;2;0;SP;RJ;SP
20;09/09/2010;21h00;Quinta-feira;Vasco;Atletico-MG;-;Sao Januario;1;1;RJ;MG;-
20;09/09/2010;21h00;Quinta-feira;Gremio Prudente;Avai;-;Prudentao;1;1;SP;SC;-
20;09/09/2010;21h00;Quinta-feira;Santos;Botafogo-RJ;Botafogo-RJ;Pacaembu;0;1;SP;RJ;RJ
21;11/09/2010;18h30;Sabado;Flamengo;Vitoria;-;Raulino de Oliveira;2;2;RJ;ES;-
21;11/09/2010;18h30;Sabado;Atletico-GO;Fluminense;Atletico-GO;Serra Dourada;2;1;GO;RJ;GO
21;11/09/2010;18h30;Sabado;Corinthians;Gremio;Gremio;Pacaembu;0;1;SP;RS;RS
21;12/09/2010;18h30;Domingo;Internacional;Goias;-;Beira Rio;0;0;RS;GO;-
21;12/09/2010;16h00;Domingo;Palmeiras;Vasco;-;Pacaembu;0;0;SP;RJ;-
21;12/09/2010;16h00;Domingo;Atletico-MG;Gremio Prudente;Atletico-MG;Arena do Jacare;1;0;MG;SP;MG
21;12/09/2010;16h00;Domingo;Botafogo-RJ;Sao Paulo;Botafogo-RJ;Engenhao;2;0;RJ;SP;RJ
21;12/09/2010;18h30;Domingo;Ceara;Santos;Ceara;Castelao;2;1;CE;SP;CE
21;12/09/2010;16h00;Domingo;Avai;Cruzeiro;Cruzeiro;Ressacada;1;2;SC;MG;MG
21;12/09/2010;18h30;Domingo;Guarani;Athletico-PR;Guarani;Brinco de Ouro;1;0;SP;PR;SP
22;15/09/2010;22h00;Quarta-feira;Vitoria;Ceara;-;Barradao;0;0;ES;CE;-
22;15/09/2010;19h30;Quarta-feira;Athletico-PR;Atletico-MG;Athletico-PR;Arena da Baixada;2;1;PR;MG;PR
22;15/09/2010;22h00;Quarta-feira;Fluminense;Corinthians;Corinthians;Engenhao;1;2;RJ;SP;SP
22;15/09/2010;19h30;Quarta-feira;Cruzeiro;Guarani;Cruzeiro;Arena do Jacare;4;2;MG;SP;MG
22;15/09/2010;22h00;Quarta-feira;Gremio Prudente;Flamengo;Flamengo;Prudentao;1;2;SP;RJ;RJ
22;15/09/2010;19h30;Quarta-feira;Goias;Botafogo-RJ;Goias;Serra Dourada;4;1;GO;RJ;GO
22;15/09/2010;22h00;Quarta-feira;Gremio;Palmeiras;Palmeiras;Olimpico Monumental;1;2;RS;SP;SP
22;15/09/2010;19h30;Quarta-feira;Santos;Atletico-GO;Santos;Vila Belmiro;4;2;SP;GO;SP
22;16/09/2010;21h00;Quinta-feira;Vasco;Avai;-;Sao Januario;1;1;RJ;SC;-
22;16/09/2010;21h00;Quinta-feira;Sao Paulo;Internacional;Internacional;Morumbi;1;3;SP;RS;RS
23;18/09/2010;18h00;Sabado;Botafogo-RJ;Cruzeiro;-;Engenhao;2;2;RJ;MG;-
23;18/09/2010;18h00;Sabado;Atletico-GO;Athletico-PR;Athletico-PR;Serra Dourada;1;2;GO;PR;PR
23;18/09/2010;18h00;Sabado;Corinthians;Gremio Prudente;Corinthians;Pacaembu;3;0;SP;SP;SP
23;19/09/2010;18h30;Domingo;Flamengo;Fluminense;-;Engenhao;3;3;RJ;RJ;-
23;19/09/2010;18h30;Domingo;Ceara;Goias;-;Castelao;1;1;CE;GO;-
23;19/09/2010;16h00;Domingo;Guarani;Santos;-;Brinco de Ouro;0;0;SP;SP;-
23;19/09/2010;18h30;Domingo;Avai;Gremio;Gremio;Ressacada;0;3;SC;RS;RS
23;19/09/2010;16h00;Domingo;Internacional;Vasco;Internacional;Beira Rio;1;0;RS;RJ;RS
23;19/09/2010;16h00;Domingo;Palmeiras;Sao Paulo;Sao Paulo;Pacaembu;0;2;SP;SP;SP
23;19/09/2010;16h00;Domingo;Atletico-MG;Vitoria;Vitoria;Arena do Jacare;2;3;MG;ES;ES
24;22/09/2010;21h00;Quarta-feira;Vasco;Botafogo-RJ;-;Engenhao;2;2;RJ;RJ;-
24;22/09/2010;22h00;Quarta-feira;Gremio;Flamengo;-;Olimpico Monumental;2;2;RS;RJ;-
24;22/09/2010;19h30;Quarta-feira;Goias;Atletico-GO;Atletico-GO;Serra Dourada;1;3;GO;GO;GO
24;22/09/2010;22h00;Quarta-feira;Athletico-PR;Internacional;Athletico-PR;Arena da Baixada;1;0;PR;RS;PR
24;22/09/2010;22h00;Quarta-feira;Santos;Corinthians;Corinthians;Vila Belmiro;2;3;SP;SP;SP
24;22/09/2010;19h30;Quarta-feira;Cruzeiro;Ceara;Cruzeiro;Arena do Jacare;2;0;MG;CE;MG
24;22/09/2010;19h30;Quarta-feira;Gremio Prudente;Palmeiras;Palmeiras;Prudentao;0;1;SP;SP;SP
24;22/09/2010;19h30;Quarta-feira;Sao Paulo;Guarani;Sao Paulo;Morumbi;2;1;SP;SP;SP
24;23/09/2010;21h00;Quinta-feira;Fluminense;Atletico-MG;Fluminense;Engenhao;5;1;RJ;MG;RJ
24;23/09/2010;21h00;Quinta-feira;Vitoria;Avai;Vitoria;Barradao;3;0;ES;SC;ES
25;25/09/2010;18h30;Sabado;Atletico-GO;Gremio Prudente;Atletico-GO;Serra Dourada;3;0;GO;SP;GO
25;25/09/2010;18h30;Sabado;Sao Paulo;Goias;Goias;Morumbi;0;3;SP;GO;GO
25;25/09/2010;18h30;Sabado;Guarani;Vasco;Guarani;Brinco de Ouro;1;0;SP;RJ;SP
25;25/09/2010;18h30;Sabado;Flamengo;Palmeiras;Palmeiras;Engenhao;1;3;RJ;SP;SP
25;25/09/2010;18h30;Sabado;Santos;Cruzeiro;Santos;Arena Barueri;4;1;SP;MG;SP
25;26/09/2010;16h00;Domingo;Botafogo-RJ;Athletico-PR;-;Engenhao;1;1;RJ;PR;-
25;26/09/2010;18h30;Domingo;Avai;Ceara;Avai;Ressacada;5;0;SC;CE;SC
25;26/09/2010;16h00;Domingo;Vitoria;Fluminense;Fluminense;Barradao;1;2;ES;RJ;RJ
25;26/09/2010;18h30;Domingo;Atletico-MG;Gremio;Gremio;Arena do Jacare;1;2;MG;RS;RS
25;26/09/2010;16h00;Domingo;Internacional;Corinthians;Internacional;Beira Rio;3;2;RS;SP;RS
26;28/09/2010;21h10;Terça-feira;Goias;Flamengo;-;Serra Dourada;1;1;GO;RJ;-
